Date,LIDALY,LISAME,LICOMX,LILAMC,LIEALC,LIEABG,LILMEX,LIANTC,LIANTH,LIICBG,LIICIN
2018-08-10,14.921,,,,,,,101500.0,128500.0,,
2018-08-13,14.767,,,,,,,101500.0,128500.0,,
2018-08-14,14.613,,,,,,,97500.0,128500.0,,
2018-08-15,14.46,,,,,,,97500.0,128500.0,,
2018-08-16,14.46,,,,,,,97500.0,128500.0,,
2018-08-17,14.306,,,,,,,97500.0,128500.0,,
2018-08-20,14.306,,,,,,,97500.0,128500.0,,
2018-08-21,14.306,,,,,,,95500.0,128500.0,,
2018-08-22,13.998,,,,,,,95500.0,127500.0,,
2018-08-23,13.691,,,,,,,95500.0,127500.0,,
2018-08-24,13.537,,,,,,,94500.0,127500.0,,
2018-08-27,13.229,,,,,,,94500.0,127500.0,,
2018-08-28,12.921,,,,,,,94500.0,127500.0,,
2018-08-29,12.921,,,,,,,92500.0,127500.0,,
2018-08-30,12.921,,,,,,,92500.0,127500.0,,
2018-08-31,12.921,15000.0,,,,,,92500.0,127500.0,,
2018-09-03,12.921,,,,,,,92500.0,125500.0,,
2018-09-04,12.921,,,,,,,92500.0,125500.0,,
2018-09-05,12.921,,,,,,,90500.0,125500.0,,
2018-09-06,12.921,,,,,,,90500.0,125500.0,,
2018-09-07,12.921,,,,,,,90500.0,125500.0,,
2018-09-10,12.921,,,,,,,90500.0,125500.0,,
2018-09-11,12.921,,,,,,,89500.0,125500.0,,
2018-09-12,12.921,,,,,,,89500.0,125500.0,,
2018-09-13,12.921,,,,,,,87500.0,122500.0,,
2018-09-14,12.921,,,,,,,87500.0,122500.0,,
2018-09-17,12.768,,,,,,,87500.0,122500.0,,
2018-09-18,12.614,,,,,,,84500.0,122500.0,,
2018-09-19,12.614,,,,,,,84500.0,122500.0,,
2018-09-20,12.383,,,,,,,84500.0,122500.0,,
2018-09-21,12.383,,,,,,,82500.0,122500.0,,
2018-09-25,12.383,,,,,,,81500.0,122500.0,,
2018-09-26,12.383,,,,,,,81500.0,122500.0,,
2018-09-27,12.383,,,,,,,81500.0,122500.0,,
2018-09-28,12.383,,,,,,,80500.0,122500.0,,
2018-09-29,,,,,,,,80500.0,,,
2018-09-30,,14500.0,,,,,,,,,
2018-10-08,12.383,,,,,,,80500.0,122500.0,,
2018-10-09,12.152,,,,,,,80500.0,122500.0,,
2018-10-10,11.998,,,,,,,80500.0,120500.0,,
2018-10-11,11.998,,,,,,,80500.0,120500.0,,
2018-10-12,11.998,,,,,,,80500.0,120500.0,,
2018-10-15,11.998,,,,,,,80500.0,120500.0,,
2018-10-16,11.998,,,,,,,80500.0,120500.0,,
2018-10-17,11.998,,,,,,,80500.0,120500.0,,
2018-10-18,11.998,,,,,,,80500.0,120500.0,,
