Date,NIDALY,NILMEX,NISHFE,NIWUXI,CUDALY,CUCOMX,CULMEX,CUSHFE,LIDALY,LICOMX,LILMEX,CODALY,COLMEX,COLMEA,COWUXI,LIT
2025-07-08,6.8139,15042,120.26,119.8,5.4155,5.65,9790.5,79720,8.7649,8,7954.76,15.121,32890.5,140,246,39.592491149902344
2025-07-09,6.7962,14979,119.77,119.5,5.4975,5.44,9630.5,79110,8.8145,8,8706.891,15.121,32890.5,140,245.5,39.30327606201172
2025-07-10,6.9237,15290,119.42,121.35,5.5633,5.55,9700.5,78670,8.8711,8,9600,15.121,32901,140,245.5,40.150970458984375
2025-07-11,6.9105,15198,121.02,120.9,5.537,5.56,9660.5,78680,8.8939,8,9709.382,15.121,32906.25,140,245.5,40.071189880371094
2025-07-14,6.8198,15064,121.87,119.7,5.5118,5.52,9619,78450,9.02,8,8032.61,15.121,32889.5,140,243.5,40.440185546875
2025-07-15,6.8923,15146,119.07,121.15,5.561,5.55,9645.5,77950,9.0451,8,8032.61,15.121,32889,140,244.5,39.83183670043945
2025-07-16,6.8062,15026,120.6,119.7,5.4957,5.5,9635,77960,9.0451,8,8032.61,15.121,32889.5,140,244.5,39.622406005859375
2025-07-17,6.847,15096,119.63,120.7,5.4707,5.49,9666.5,77900,9.0439,8,8032.61,15.121,32898.5,140,243,41.307830810546875
2025-07-18,6.915,15218,120.25,121.7,5.551,5.58,9778.5,78310,9.2861,8,8032.61,15.121,32902.5,140,243,42.03585433959961
2025-07-21,7.0329,15523,121.69,123.7,5.611,5.61,9860,79230,9.479,8,8071.74,15.121,32889.5,140,247.5,NA
