Date;PX_LAST;Change;% Change;PX_OPEN;Change;% Change;PX_HIGH;Change;% Change;PX_LOW;Change;% Change
19.06.2024;9786;114,5;1,18389081321408;9731;59,5;0,61520963656103;9822;150,5;1,5561184924779;9686;14,5;0,149925037481259
18.06.2024;9671,5;6;0,0620764575034918;9697;31,5;0,325901401893332;9756,5;91;0,941492938802959;9551;-114,5;-1,18462573069164
17.06.2024;9665,5;-76;-0,780167325360571;9782;40,5;0,41574706154083;9782,5;41;0,420879741312939;9587;-154,5;-1,58599804958169
14.06.2024;9741,5;-53;-0,541120016335699;9781,5;-13;-0,132727551176681;9851,5;57;0,5819592628516;9705,5;-89;-0,908673234978815
13.06.2024;9794,5;-150;-1,50837146161195;9901,5;-43;-0,432399818995425;9920;-24,5;-0,246367338729951;9740;-204,5;-2,05641309266429
12.06.2024;9944,5;185,5;1,90080950917102;9817,5;58,5;0,599446664617276;10014;255;2,61297264063941;9780,5;21,5;0,220309457936264
11.06.2024;9759;-140;-1,4142842711385;9884;-15;-0,151530457621982;9941;42;0,42428528134155;9680;-219;-2,21234468128094
10.06.2024;9899;136,5;1,39820742637644;9745;-17,5;-0,179257362355954;9913;150,5;1,5416133162612;9741;-21,5;-0,220230473751601
07.06.2024;9762,5;-386,5;-3,80825697113016;10135;-14;-0,137944625086215;10186;37;0,364567937727855;9747,5;-401,5;-3,95605478372253
06.06.2024;10149;223,5;2,25177572918241;10001;75,5;0,760666968918442;10159;233,5;2,35252632109214;9995;69,5;0,700216613772606
05.06.2024;9925,5;-19,5;-0,196078431372549;9955;10;0,100553041729512;10010;65;0,65359477124183;9860;-85;-0,854700854700855
04.06.2024;9945;-198;-1,95208518189885;10214,5;71,5;0,704919649019028;10238;95;0,936606526668638;9914;-229;-2,25771468007493
03.06.2024;10143;103;1,02589641434263;10112;72;0,717131474103586;10202,5;162,5;1,61852589641434;10050,5;10,5;0,104581673306773
31.05.2024;10040;-95;-0,93734583127775;10120;-15;-0,148001973359645;10214;79;0,779477059694129;10020;-115;-1,13468179575728
30.05.2024;10135;-321,5;-3,07464256682446;10422;-34,5;-0,329938315880075;10455,5;-1;-0,00956342944579926;10058,5;-398;-3,80624491942811
29.05.2024;10456,5;-45;-0,428510212826739;10539,5;38;0,361853068609246;10604;102,5;0,976051040327572;10386,5;-115;-1,09508165500167
28.05.2024;10501,5;177,5;1,71929484695854;10469;145;1,40449438202247;10563,5;239,5;2,31983727237505;10417,5;93,5;0,905656722200697
24.05.2024;10324;-93,5;-0,89752819774418;10357,5;-60;-0,575953923686105;10465,5;48;0,460763138948884;10316,5;-101;-0,969522438204944
23.05.2024;10417,5;-1,5;-0,0143967751223726;10391,5;-27,5;-0,263940877243497;10508;89;0,854208657260774;10210;-209;-2,00595066705058
22.05.2024;10419;-440;-4,05193848420665;10815,5;-43,5;-0,40058937287043;10850;-9;-0,0828805599042269;10363;-496;-4,56763974583295
21.05.2024;10859;-30;-0,275507392781706;10955,5;66,5;0,610708053999449;11038;149;1,36835338414914;10768;-121;-1,11121315088622
20.05.2024;10889;221;2,071616047994;10747,5;79,5;0,745219347581552;11104,5;436,5;4,09167604049494;10723;55;0,515560554930634
17.05.2024;10668;244;2,3407521105142;10389,5;-34,5;-0,33096699923254;10720;296;2,83960092095165;10366;-58;-0,55640828856485
16.05.2024;10424;205;2,00606712985615;10286;67;0,655641452196888;10445,5;226,5;2,21645953615814;10286;67;0,655641452196888
15.05.2024;10219;105;1,03816491991299;10115;1;0,0098872849515523;10401,25;287,25;2,8401226023334;10090,5;-23,5;-0,232351196361479
14.05.2024;10114;-71,5;-0,701978302488832;10220;34,5;0,338716803298807;10260;74,5;0,731431937558294;10046;-139,5;-1,36959403072996
13.05.2024;10185,5;181,5;1,81427429028389;9985;-19;-0,189924030387845;10206;202;2,01919232307077;9960;-44;-0,439824070371851
