Date,Price,Net,%Chg,Open,Low,High,Volume,Bid,Ask
2020-11-17,53100.0,-30,-0%,53 520,52 670,53 580,130 810,52 840,52 850
2020-11-18,52570.0,-530,-1%,52 720,52 240,52 990,103 527,52 920,52 950
2020-11-19,52710.0,+140,+0%,52 850,52 500,53 060,68 506,52 650,52 660
2020-11-20,52970.0,+260,+0%,52 650,52 440,53 430,69 062,53 400,53 410
2020-11-23,53950.0,+980,+2%,53 850,53 590,54 390,88 375,53 860,53 880
2020-11-24,54080.0,+130,+0%,53 710,53 560,54 750,69 109,54 640,54 700
2020-11-25,54630.0,+550,+1%,54 750,54 330,54 970,55 940,54 440,54 460
2020-11-26,54950.0,+320,+1%,54 350,54 310,55 310,38 332,55 210,55 230
2020-11-27,55580.0,+630,+1%,55 140,55 020,56 090,41 385,56 050,56 070
2020-11-30,56980.0,+1 400,+3%,55 960,55 960,57 800,52 478,57 470,57 790
2020-12-01,57220.0,+240,+0%,57 720,56 650,57 900,30 858,56 960,57 000
2020-12-02,57180.0,-40,-0%,57 200,56 860,57 710,21 245,57 070,57 220
2020-12-03,57030.0,-150,-0%,56 950,56 520,57 290,23 935,56 790,56 900
2020-12-04,57220.0,+190,+0%,57 150,56 720,57 580,19 380,57 350,57 480
2020-12-07,57270.0,+50,+0%,57 210,56 960,57 770,20 755,56 970,57 030
2020-12-08,56960.0,-310,-1%,56 990,56 800,57 250,15 645,56 900,56 920
2020-12-09,57180.0,+220,+0%,56 800,56 700,57 420,16 975,57 160,57 390
2020-12-10,57050.0,-130,-0%,57 160,56 810,57 410,17 915,57 370,57 500
2020-12-11,58060.0,+1 010,+2%,57 360,57 310,60 390,15 325,57 710,57 840
2020-12-14,57800.0,-260,-0%,57 650,57 250,57 970,6 315,57 660,57 900
2020-12-15,57460.0,-340,-1%,57 600,57 280,57 750,1 625,57 550,57 700
2020-12-16,57850.0,+390,+1%,57 730,57 510,58 190,109 766,57 850,57 860
2020-12-17,58240.0,+390,+1%,58 020,57 860,58 680,96 247,58 600,58 620
2020-12-18,59020.0,+780,+1%,58 630,58 530,59 500,117 085,59 260,59 300
2020-12-21,59120.0,+100,+0%,59 250,58 730,59 480,87 499,59 130,59 180
2020-12-22,58440.0,-680,-1%,58 780,57 840,58 860,89 925,57 860,57 870
2020-12-23,57630.0,-810,-1%,57 810,57 150,58 010,70 846,57 760,57 790
2020-12-24,58090.0,+460,+1%,57 820,57 820,58 390,39 988,58 020,58 050
2020-12-25,58240.0,+150,+0%,57 980,57 700,58 560,26 947,58 480,58 520
2020-12-28,58700.0,+460,+1%,58 490,58 240,59 090,30 415,58 670,58 700
2020-12-29,58500.0,-200,-0%,58 720,58 000,58 900,27 344,58 080,58 180
2020-12-30,58270.0,-230,-0%,58 220,58 030,58 600,22 561,58 420,58 450
2020-12-31,57890.0,-380,-1%,58 110,57 630,58 280,24 192,57 700,57 890
2021-01-04,58010.0,+120,+0%,57 700,57 700,58 230,23 395,58 060,58 150
2021-01-05,58010.0,0,0%,58 190,57 710,58 440,21 300,58 030,58 060
2021-01-06,58880.0,+870,+1%,58 150,58 050,59 180,17 650,58 940,58 960
2021-01-07,59170.0,+290,+0%,59 340,58 670,59 450,19 990,59 210,59 340
2021-01-08,60150.0,+980,+2%,59 220,58 950,60 540,21 145,60 190,60 240
2021-01-11,59140.0,-1 010,-2%,59 980,58 490,60 140,22 965,58 500,58 520
2021-01-12,58260.0,-880,-1%,58 510,57 900,58 700,20 025,58 550,58 560
2021-01-13,58710.0,+450,+1%,58 870,58 500,58 900,12 460,58 640,58 680
2021-01-14,58600.0,-110,-0%,58 560,58 350,58 800,7 710,58 620,58 690
2021-01-15,59370.0,+770,+1%,58 710,58 710,59 690,2 885,57 700,59 000
2021-01-18,58640.0,-730,-1%,58 680,58 240,59 310,67 880,59 130,59 160
2021-01-19,58800.0,+160,+0%,59 060,58 580,59 060,42 446,58 770,58 780
2021-01-20,58960.0,+160,+0%,58 890,58 630,59 370,38 917,59 000,59 020
2021-01-21,59140.0,+180,+0%,58 850,58 630,59 360,40 234,59 200,59 230
2021-01-22,58860.0,-280,-0%,59 160,58 580,59 500,45 592,58 700,58 720
2021-01-25,58810.0,-50,-0%,58 360,58 130,59 100,43 161,58 970,59 020
2021-01-26,58720.0,-90,-0%,58 870,58 360,59 000,32 251,58 420,58 430
2021-01-27,58720.0,0,0%,58 560,58 510,59 050,20 908,58 640,58 680
2021-01-28,57940.0,-780,-1%,58 340,57 630,58 520,45 887,57 720,57 790
2021-01-29,57890.0,-50,-0%,57 640,57 400,58 420,21 385,57 430,57 650
2021-02-01,57830.0,-60,-0%,57 710,57 300,58 280,16 378,57 890,57 950
2021-02-02,57560.0,-270,-0%,57 720,57 250,57 860,13 305,57 220,57 340
2021-02-03,57040.0,-520,-1%,57 250,56 860,57 410,9 570,56 890,56 900
2021-02-04,57630.0,+590,+1%,57 180,57 170,57 810,6 145,57 460,57 750
2021-02-05,57790.0,+160,+0%,57 700,56 730,58 160,2 030,57 700,58 710
2021-02-08,58590.0,+800,+1%,58 430,58 120,59 030,102 902,58 780,58 800
2021-02-09,59280.0,+690,+1%,58 790,58 780,59 720,91 536,59 560,59 570
2021-02-10,60050.0,+770,+1%,59 610,59 420,60 830,117 134,60 770,60 800
2021-02-18,62600.0,+2 550,+4%,61 820,61 600,63 290,80 289,63 200,63 230
2021-02-19,63390.0,+790,+1%,63 440,62 890,64 330,106 671,64 170,64 190
2021-02-22,65850.0,+2 460,+4%,64 210,64 210,67 190,73 778,67 190,
2021-02-23,67410.0,+1 560,+2%,67 000,66 280,68 620,78 069,67 800,67 830
2021-02-24,67650.0,+240,+0%,67 310,66 440,68 680,51 572,67 710,67 800
2021-02-25,69640.0,+1 990,+3%,68 010,67 760,70 570,41 280,69 980,69 990
2021-02-26,68770.0,-870,-1%,69 840,67 800,70 340,42 184,67 800,68 070
2021-03-01,67440.0,-1 330,-2%,67 300,66 800,68 050,26 495,67 350,67 380
2021-03-02,66310.0,-1 130,-2%,67 430,65 670,67 430,22 260,66 630,66 670
2021-03-03,67730.0,+1 420,+2%,67 500,67 210,68 260,17 550,67 610,67 700
2021-03-04,66950.0,-780,-1%,67 410,66 380,67 410,18 215,66 380,66 420
2021-03-05,65120.0,-1 830,-3%,65 000,64 170,66 270,24 895,65 800,65 810
2021-03-08,66240.0,+1 120,+2%,66 260,65 550,67 160,21 065,65 630,65 730
2021-03-09,66570.0,+330,+0%,66 160,65 630,67 170,19 820,65 930,66 170
2021-03-10,65500.0,-1 070,-2%,66 000,64 850,66 040,23 430,65 130,65 200
2021-03-11,65970.0,+470,+1%,65 590,65 180,67 360,16 365,66 950,67 150
2021-03-12,66620.0,+650,+1%,66 980,66 300,67 120,8 585,66 490,66 810
2021-03-15,67400.0,+780,+1%,69 790,66 640,69 790,2 255,66 560,67 550
2021-03-16,67270.0,-130,-0%,67 550,66 570,67 600,50 754,66 600,66 630
2021-03-17,66430.0,-840,-1%,66 400,66 080,66 980,50 266,66 830,66 860
2021-03-18,67020.0,+590,+1%,66 790,66 550,67 510,44 906,66 800,66 820
2021-03-19,66480.0,-540,-1%,66 920,65 520,67 270,64 027,65 920,65 950
2021-03-22,66770.0,+290,+0%,66 380,66 140,67 300,51 326,66 690,66 730
2021-03-23,66940.0,+170,+0%,66 920,66 280,67 570,48 561,66 890,66 920
2021-03-24,66290.0,-650,-1%,66 690,66 000,66 780,48 892,66 410,66 440
2021-03-25,65940.0,-350,-1%,66 600,65 410,66 870,57 447,65 470,65 480
2021-03-26,65710.0,-230,-0%,65 040,64 860,66 260,42 480,66 060,66 110
2021-03-29,66270.0,+560,+1%,66 170,65 960,66 770,33 831,66 180,66 270
2021-03-30,66240.0,-30,-0%,66 330,65 740,66 450,30 666,65 750,65 800
2021-03-31,65430.0,-810,-1%,65 720,65 100,65 800,33 004,65 510,65 630
2021-04-01,65400.0,-30,-0%,65 640,64 920,65 750,29 582,64 920,65 050
2021-04-02,66090.0,+690,+1%,65 310,65 260,67 080,26 915,66 650,67 020
2021-04-06,67090.0,+1 000,+2%,67 000,66 750,67 500,21 610,66 780,66 900
2021-04-07,66880.0,-210,-0%,66 850,66 650,67 250,20 715,66 720,66 750
2021-04-08,66530.0,-350,-1%,66 460,66 200,67 030,21 030,66 700,66 750
2021-04-09,66680.0,+150,+0%,66 760,66 430,67 090,20 495,66 450,66 560
2021-04-12,65750.0,-930,-1%,66 750,65 550,66 750,27 665,65 550,65 610
2021-04-13,65690.0,-60,-0%,65 810,65 510,65 940,17 065,65 700,65 750
2021-04-14,66020.0,+330,+1%,66 140,65 690,66 200,8 285,66 000,66 050
2021-04-15,67030.0,+1 010,+2%,66 450,66 450,67 950,2 820,67 130,67 930
2021-04-16,68680.0,+1 650,+2%,67 990,67 910,69 320,100 551,68 380,68 400
2021-04-19,68510.0,-170,-0%,68 820,67 700,69 650,78 247,69 490,69 500
2021-04-20,69190.0,+680,+1%,69 480,68 830,69 570,59 377,69 230,69 260
2021-04-21,68730.0,-460,-1%,69 120,68 310,69 420,54 382,68 560,68 570
2021-04-22,69000.0,+270,+0%,68 800,68 590,69 520,46 899,68 930,68 980
2021-04-23,69210.0,+210,+0%,69 100,68 720,69 560,45 975,69 240,69 280
2021-04-26,70250.0,+1 040,+2%,69 600,69 390,70 940,62 768,70 780,70 800
2021-04-27,71910.0,+1 660,+2%,70 920,70 860,72 610,45 964,72 220,72 270
2021-04-28,71310.0,-600,-1%,72 160,70 930,72 180,49 800,71 150,71 250
2021-04-29,72290.0,+980,+1%,71 740,71 350,72 770,32 511,72 210,72 250
2021-04-30,71760.0,-530,-1%,72 590,71 120,72 910,26 594,71 760,71 990
2021-05-06,72840.0,+1 080,+2%,72 290,72 260,73 110,19 425,73 020,73 040
2021-05-07,74170.0,+1 330,+2%,73 180,73 180,74 720,26 310,74 700,74 710
2021-05-10,76840.0,+2 670,+4%,75 050,74 840,77 970,29 710,77 480,77 740
2021-05-11,75630.0,-1 210,-2%,77 210,74 610,77 210,30 765,75 660,75 700
2021-05-12,76240.0,+610,+1%,75 730,75 400,76 840,22 795,76 610,76 900
2021-05-13,75700.0,-540,-1%,75 800,75 120,76 400,14 945,75 550,75 770
2021-05-14,74480.0,-1 220,-2%,75 130,73 210,78 990,8 980,73 390,74 200
2021-05-17,74400.0,-80,-0%,74 500,73 810,74 900,2 435,74 250,74 710
2021-05-18,75610.0,+1 210,+2%,74 680,74 560,76 210,137 132,76 090,76 100
2021-05-19,75010.0,-600,-1%,75 740,74 070,75 900,131 138,74 080,74 090
2021-05-20,72880.0,-2 130,-3%,73 420,72 150,73 860,199 583,73 450,73 460
2021-05-21,72460.0,-420,-1%,73 440,71 640,73 530,121 840,71 980,71 990
2021-05-24,71540.0,-920,-1%,72 590,70 870,72 800,101 170,71 430,71 440
2021-05-25,72200.0,+660,+1%,71 600,71 560,72 750,59 082,72 050,72 080
2021-05-26,71690.0,-510,-1%,71 680,71 350,72 020,46 432,71 610,71 620
2021-05-27,71570.0,-120,-0%,71 680,71 130,72 120,39 223,71 760,71 790
2021-05-28,73240.0,+1 670,+2%,71 880,71 800,74 200,45 344,73 120,73 150
2021-05-31,73500.0,+260,+0%,72 870,72 480,74 270,34 742,73 660,73 700
2021-06-01,73770.0,+270,+0%,73 740,73 360,74 040,20 948,73 830,73 900
2021-06-02,73580.0,-190,-0%,73 500,73 310,74 440,18 920,73 360,73 470
2021-06-03,72770.0,-810,-1%,73 090,72 380,73 240,24 010,72 760,72 800
2021-06-04,70990.0,-1 780,-2%,71 570,70 350,71 570,33 665,70 700,70 800
2021-06-07,71410.0,+420,+1%,71 720,71 020,71 930,19 320,71 100,71 200
2021-06-08,71190.0,-220,-0%,71 080,70 950,71 590,18 475,71 050,71 200
2021-06-09,71490.0,+300,+0%,70 850,70 700,72 140,23 205,71 200,71 250
2021-06-10,71130.0,-360,-1%,71 160,70 790,71 600,19 050,70 980,71 010
2021-06-11,70830.0,-300,-0%,70 900,70 400,71 500,13 730,71 390,71 500
2021-06-15,69990.0,-840,-1%,71 100,68 550,71 100,3 935,69 700,72 060
2021-06-16,69020.0,-970,-1%,69 110,68 380,69 490,151 836,68 450,68 490
2021-06-17,69080.0,+60,+0%,68 950,68 450,69 830,133 905,68 800,68 810
2021-06-18,67830.0,-1 250,-2%,68 620,66 960,68 960,159 616,67 270,67 280
2021-06-21,66780.0,-1 050,-2%,67 150,66 350,67 370,131 010,66 350,66 390
2021-06-22,67120.0,+340,+1%,66 420,66 390,67 620,110 174,67 340,67 360
2021-06-23,68130.0,+1 010,+2%,67 350,67 270,68 510,85 778,68 470,68 480
2021-06-24,68880.0,+750,+1%,68 790,68 200,69 510,83 387,68 310,68 350
2021-06-25,68800.0,-80,-0%,68 640,68 460,69 180,56 113,68 560,68 580
2021-06-28,68340.0,-460,-1%,68 650,68 030,68 790,44 891,68 480,68 490
2021-06-29,68080.0,-260,-0%,68 500,67 620,68 670,33 563,67 940,68 000
2021-06-30,68160.0,+80,+0%,67 790,67 690,68 420,24 948,68 180,68 300
2021-07-01,68480.0,+320,+0%,68 420,68 010,69 120,18 700,68 100,68 200
2021-07-02,68020.0,-460,-1%,68 540,67 700,68 740,19 085,68 090,68 120
2021-07-05,68720.0,+700,+1%,68 310,68 050,69 560,20 110,69 250,69 400
2021-07-06,69580.0,+860,+1%,69 220,69 060,70 000,18 050,69 900,69 940
2021-07-07,68500.0,-1 080,-2%,69 670,67 800,69 670,21 505,68 910,69 060
2021-07-08,68740.0,+240,+0%,69 180,68 480,69 350,20 440,68 580,68 760
2021-07-09,68580.0,-160,-0%,68 170,68 080,69 070,19 410,68 680,68 800
2021-07-12,69120.0,+540,+1%,69 390,68 740,69 750,19 105,68 750,68 830
2021-07-13,69090.0,-30,-0%,68 820,68 630,69 290,14 685,69 080,69 150
2021-07-14,68590.0,-500,-1%,68 690,68 300,68 870,8 145,68 750,68 800
2021-07-15,68450.0,-140,-0%,68 600,68 010,69 630,2 825,68 510,69 310
2021-07-16,69210.0,+760,+1%,68 780,68 670,69 550,97 287,69 320,69 340
2021-07-19,68950.0,-260,-0%,69 300,68 620,69 480,90 167,68 730,68 740
2021-07-20,67910.0,-1 040,-2%,67 450,67 400,68 370,111 283,68 120,68 140
2021-07-21,68190.0,+280,+0%,67 880,67 810,68 690,80 128,68 010,68 040
2021-07-22,68620.0,+430,+1%,68 300,68 210,69 050,74 370,68 950,68 980
2021-07-23,69540.0,+920,+1%,69 130,68 930,70 000,84 264,69 670,69 690
2021-07-26,70390.0,+850,+1%,70 000,69 570,71 030,74 546,70 650,70 660
2021-07-27,71940.0,+1 550,+2%,70 870,70 860,72 580,66 780,71 700,71 760
2021-07-28,72040.0,+100,+0%,71 990,71 640,72 310,40 675,71 750,71 770
2021-07-29,71460.0,-580,-1%,71 490,71 080,71 830,38 688,71 530,71 580
2021-07-30,71550.0,+90,+0%,71 610,71 250,72 030,27 010,71 500,71 800
2021-08-02,71450.0,-100,-0%,71 750,70 800,72 300,21 980,71 400,71 440
2021-08-03,70740.0,-710,-1%,71 430,70 410,71 490,22 535,70 410,70 420
2021-08-04,70060.0,-680,-1%,69 830,69 610,70 300,18 760,70 070,70 120
2021-08-05,69540.0,-520,-1%,69 560,69 230,69 810,22 025,69 270,69 300
2021-08-06,69790.0,+250,+0%,69 230,69 230,70 400,16 650,70 240,70 350
2021-08-09,69520.0,-270,-0%,70 030,69 280,70 450,19 710,69 420,69 460
2021-08-10,69430.0,-90,-0%,68 850,68 560,69 730,17 290,69 500,69 600
2021-08-11,69850.0,+420,+1%,69 480,69 330,70 350,13 050,69 760,69 800
2021-08-12,70250.0,+400,+1%,69 800,69 800,70 630,11 240,70 400,70 470
2021-08-13,70040.0,-210,-0%,70 200,69 700,70 230,8 345,70 100,70 160
2021-08-16,70380.0,+340,+0%,70 240,69 600,71 240,2 100,69 510,70 210
2021-08-17,69790.0,-590,-1%,69 820,69 500,70 050,79 978,69 700,69 710
2021-08-18,68910.0,-880,-1%,68 910,68 550,69 270,121 695,68 700,68 720
2021-08-19,67530.0,-1 380,-2%,68 320,66 710,68 500,157 665,66 790,66 800
2021-08-20,66760.0,-770,-1%,66 030,66 000,67 620,128 192,67 200,67 210
2021-08-23,67770.0,+1 010,+2%,67 160,66 990,68 270,78 736,67 820,67 850
2021-08-24,68690.0,+920,+1%,68 640,68 350,68 920,61 997,68 690,68 740
2021-08-25,69380.0,+690,+1%,69 250,69 050,69 690,54 899,69 170,69 230
2021-08-26,69180.0,-200,-0%,69 570,68 730,69 700,39 412,68 750,68 770
2021-08-27,68990.0,-190,-0%,69 060,68 780,69 290,31 740,69 200,69 240
2021-08-30,69900.0,+910,+1%,69 380,69 350,70 320,37 592,70 090,70 250
2021-08-31,69880.0,-20,-0%,65 550,65 550,70 670,28 552,70 200,70 250
2021-09-01,69620.0,-260,-0%,70 200,69 070,70 420,22 991,69 060,69 150
2021-09-02,69160.0,-460,-1%,69 050,68 730,69 420,20 775,69 220,69 250
2021-09-03,69370.0,+210,+0%,68 930,68 930,69 700,22 210,69 220,69 260
2021-09-06,69550.0,+180,+0%,69 480,69 260,69 860,19 360,69 510,69 650
2021-09-07,69460.0,-90,-0%,69 600,69 050,69 820,21 925,69 200,69 250
2021-09-08,69140.0,-320,-0%,69 240,68 880,69 350,20 235,68 880,69 020
2021-09-09,68930.0,-210,-0%,68 860,68 480,69 770,24 490,69 430,69 480
2021-09-10,69960.0,+1 030,+1%,69 440,69 370,70 360,22 215,70 260,70 300
2021-09-13,71530.0,+1 570,+2%,70 570,70 570,71 990,16 075,71 620,71 720
2021-09-14,70480.0,-1 050,-1%,71 670,69 960,71 670,8 795,69 960,70 100
2021-09-15,69760.0,-720,-1%,70 300,69 500,70 300,1 520,68 080,69 960
2021-09-16,70210.0,+450,+1%,69 970,69 530,70 860,119 956,69 610,69 650
2021-09-17,69400.0,-810,-1%,69 450,69 080,69 730,123 464,69 270,69 290
2021-09-22,68630.0,-770,-1%,67 650,67 550,69 110,99 418,68 770,68 780
2021-09-23,68820.0,+190,+0%,69 160,68 510,69 300,93 358,68 660,68 720
2021-09-24,69010.0,+190,+0%,68 780,68 540,69 500,109 561,69 200,69 210
2021-09-27,69470.0,+460,+1%,69 050,68 900,69 900,96 298,69 340,69 380
2021-09-28,69340.0,-130,-0%,69 300,69 160,69 670,52 245,69 330,69 370
2021-09-29,68840.0,-500,-1%,69 200,68 580,69 350,57 309,68 600,68 610
2021-09-30,68450.0,-390,-1%,68 640,68 210,68 920,32 020,68 350,68 480
2021-10-08,69510.0,+1 060,+2%,69 290,69 160,69 920,24 080,69 150,69 190
2021-10-11,69800.0,+290,+0%,69 160,69 160,70 520,31 145,70 420,70 500
2021-10-12,70310.0,+510,+1%,70 660,69 780,71 330,27 145,69 850,69 940
2021-10-13,70310.0,0,0%,70 490,69 860,70 960,20 775,70 350,70 380
2021-10-14,72340.0,+2 030,+3%,71 180,70 900,73 890,13 595,72 770,73 000
2021-10-15,73890.0,+1 550,+2%,73 480,73 480,74 950,1 995,73 650,74 200
2021-10-18,75630.0,+1 740,+2%,75 010,74 480,76 700,221 067,76 280,76 290
2021-10-19,75290.0,-340,-0%,75 510,74 510,76 170,147 924,75 800,75 810
2021-10-20,73640.0,-1 650,-2%,75 490,72 480,75 490,197 841,73 350,73 380
2021-10-21,74160.0,+520,+1%,73 410,72 510,74 960,151 149,72 880,72 900
2021-10-22,72340.0,-1 820,-2%,72 870,71 600,73 060,152 114,72 490,72 500
2021-10-25,71950.0,-390,-1%,71 990,71 000,72 600,99 589,72 230,72 240
2021-10-26,72170.0,+220,+0%,72 030,71 730,72 620,59 828,72 150,72 220
2021-10-27,71600.0,-570,-1%,72 130,70 870,72 450,66 791,70 870,70 900
2021-10-28,70600.0,-1 000,-1%,70 640,70 020,71 750,57 412,71 390,71 440
2021-10-29,71100.0,+500,+1%,71 140,70 460,71 570,34 037,70 550,71 000
2021-11-01,70650.0,-450,-1%,70 640,70 060,71 000,24 469,70 410,70 500
2021-11-02,70420.0,-230,-0%,70 380,69 830,71 280,32 525,70 100,70 250
2021-11-03,70750.0,+330,+0%,70 650,70 180,71 790,21 345,71 700,71 720
2021-11-04,70820.0,+70,+0%,71 350,70 150,71 400,21 270,70 670,70 830
2021-11-05,70190.0,-630,-1%,70 820,69 660,71 150,30 140,70 250,70 380
2021-11-08,70800.0,+610,+1%,70 150,70 110,71 210,20 405,70 570,70 600
2021-11-09,70940.0,+140,+0%,70 810,70 600,71 300,18 465,70 830,70 930
2021-11-10,70570.0,-370,-1%,71 060,70 350,71 090,18 675,70 720,70 750
2021-11-11,70700.0,+130,+0%,70 630,70 350,71 100,14 190,70 810,70 900
2021-11-12,71140.0,+440,+1%,70 970,70 860,71 460,11 360,71 000,71 080
2021-11-15,71460.0,+320,+0%,71 100,71 010,71 950,3 600,71 130,71 700
2021-11-16,70820.0,-640,-1%,71 030,70 210,71 220,108 271,70 330,70 350
2021-11-17,70180.0,-640,-1%,70 640,69 800,70 700,115 483,70 140,70 150
2021-11-18,69250.0,-930,-1%,69 720,68 800,70 060,145 132,68 900,68 910
2021-11-19,69940.0,+690,+1%,69 210,68 670,71 020,130 497,70 940,70 950
2021-11-22,70850.0,+910,+1%,70 340,70 340,71 320,83 275,70 630,70 650
2021-11-23,71440.0,+590,+1%,70 850,70 610,72 000,68 856,71 100,71 150
2021-11-24,71420.0,-20,-0%,71 350,71 150,71 870,46 959,71 520,71 540
2021-11-25,72100.0,+680,+1%,71 940,71 830,72 470,49 202,72 110,72 150
2021-11-26,71280.0,-820,-1%,72 210,70 720,72 270,50 960,70 880,70 900
2021-11-29,70300.0,-980,-1%,70 300,69 750,70 700,55 934,70 550,70 580
2021-11-30,70190.0,-110,-0%,70 720,69 620,70 830,34 475,69 800,69 900
2021-12-01,69880.0,-310,-0%,69 970,69 450,70 200,18 030,70 010,70 120
2021-12-02,69420.0,-460,-1%,69 950,69 060,69 950,25 065,69 080,69 100
2021-12-03,69610.0,+190,+0%,69 210,69 060,70 090,22 810,69 800,69 810
2021-12-06,69610.0,0,0%,69 700,69 300,70 000,15 805,69 410,69 500
2021-12-07,69780.0,+170,+0%,69 800,69 620,69 980,18 200,69 710,69 800
2021-12-08,69850.0,+70,+0%,70 400,69 710,70 420,16 175,69 830,69 880
2021-12-09,69950.0,+100,+0%,69 770,69 600,70 280,19 450,69 900,69 910
2021-12-10,69680.0,-270,-0%,69 600,69 510,69 930,17 315,69 730,69 780
2021-12-13,69610.0,-70,-0%,69 730,69 510,69 780,17 045,69 720,69 750
2021-12-14,69080.0,-530,-1%,69 500,68 790,69 500,9 855,69 190,69 220
2021-12-15,68810.0,-270,-0%,69 190,68 330,69 190,1 965,64 060,68 300
2021-12-16,67940.0,-870,-1%,67 860,67 040,68 760,132 546,68 570,68 590
2021-12-17,69280.0,+1 340,+2%,69 160,69 010,69 560,92 896,69 350,69 370
2021-12-20,69010.0,-270,-0%,69 210,68 500,69 460,63 223,68 620,68 630
2021-12-21,69040.0,+30,+0%,68 820,68 690,69 280,55 570,69 220,69 230
2021-12-22,69440.0,+400,+1%,69 370,69 170,69 650,43 254,69 610,69 630
2021-12-23,69820.0,+380,+1%,69 950,69 660,70 040,43 676,70 020,70 030
2021-12-24,69690.0,-130,-0%,69 610,69 380,70 080,40 718,69 600,69 610
2021-12-27,69630.0,-60,-0%,69 410,69 400,69 820,32 793,69 440,69 470
2021-12-28,70220.0,+590,+1%,69 820,69 610,70 680,32 609,70 280,70 300
2021-12-29,70050.0,-170,-0%,70 620,69 680,70 620,27 318,70 080,70 100
2021-12-30,69920.0,-130,-0%,69 780,69 750,70 120,22 489,69 910,69 930
2021-12-31,69940.0,+20,+0%,70 060,69 760,70 450,17 184,70 110,70 450
2022-01-04,69720.0,-220,-0%,70 440,69 570,70 440,18 475,69 680,69 700
2022-01-05,70130.0,+410,+1%,69 750,69 690,70 630,18 100,70 060,70 100
2022-01-06,69690.0,-440,-1%,70 250,69 440,70 320,16 805,69 460,69 500
2022-01-07,69420.0,-270,-0%,69 400,69 000,69 780,18 320,69 460,69 700
2022-01-10,69740.0,+320,+0%,69 510,69 450,69 850,13 000,69 730,69 800
2022-01-11,69600.0,-140,-0%,69 640,69 110,69 900,16 895,69 680,69 800
2022-01-12,70630.0,+1 030,+1%,69 960,69 650,71 310,17 715,71 150,71 200
2022-01-13,71900.0,+1 270,+2%,72 200,71 560,72 480,12 850,71 590,71 700
2022-01-14,71670.0,-230,-0%,72 120,71 500,72 370,8 900,71 900,72 100
2022-01-17,70580.0,-1 090,-2%,71 200,70 200,71 200,3 105,70 270,70 530
2022-01-18,69970.0,-610,-1%,69 810,69 660,70 200,47 252,70 050,70 060
2022-01-19,69960.0,-10,-0%,69 750,69 640,70 160,45 806,69 990,70 000
2022-01-20,70750.0,+790,+1%,70 360,70 320,71 240,50 764,71 060,71 080
2022-01-21,71150.0,+400,+1%,71 300,70 700,71 760,41 221,71 200,71 220
2022-01-24,70910.0,-240,-0%,71 140,70 360,71 880,40 977,70 430,70 460
2022-01-25,69850.0,-1 060,-1%,69 980,69 600,70 120,39 153,69 600,69 610
2022-01-26,70190.0,+340,+0%,69 600,69 470,70 770,21 093,70 700,70 720
2022-01-27,70410.0,+220,+0%,70 940,69 810,71 210,16 053,69 830,69 840
2022-01-28,70450.0,+40,+0%,70 540,70 090,70 910,12 395,70 180,70 220
2022-02-07,70790.0,+340,+0%,71 010,70 320,71 080,8 513,70 320,70 450
2022-02-08,70610.0,-180,-0%,70 520,70 300,70 770,12 865,70 500,70 600
2022-02-09,70330.0,-280,-0%,70 320,69 800,70 560,16 140,70 390,70 450
2022-02-10,72020.0,+1 690,+2%,70 750,70 740,72 950,27 290,72 850,74 640
2022-02-11,72320.0,+300,+0%,73 300,71 110,73 450,14 055,71 180,71 630
2022-02-14,71210.0,-1 110,-2%,71 500,70 600,71 700,6 640,71 240,71 280
2022-02-15,70720.0,-490,-1%,71 230,70 400,71 230,3 525,66 000,70 960
2022-02-16,71360.0,+640,+1%,71 410,70 970,71 630,60 175,71 510,71 520
2022-02-17,71360.0,0,0%,71 550,71 030,71 660,52 066,71 160,71 170
2022-02-18,71510.0,+150,+0%,71 250,71 110,72 070,62 479,71 880,71 890
2022-02-21,71490.0,-20,-0%,71 510,71 230,71 980,72 498,71 460,71 480
2022-02-22,71110.0,-380,-1%,71 150,70 960,71 320,65 454,71 030,71 050
2022-02-23,71260.0,+150,+0%,71 440,71 060,71 500,45 322,71 290,71 310
2022-02-24,70850.0,-410,-1%,71 360,70 550,71 370,60 505,70 930,70 960
2022-02-25,70960.0,+110,+0%,71 370,70 560,71 580,44 122,70 650,70 680
2022-02-28,70820.0,-140,-0%,70 700,70 550,71 050,27 937,70 930,70 990
2022-03-01,70880.0,+60,+0%,70 920,70 650,71 090,13 968,70 960,71 060
2022-03-02,71440.0,+560,+1%,71 190,71 120,71 690,17 955,71 430,71 500
2022-03-03,72590.0,+1 150,+2%,72 760,71 780,72 990,23 465,72 830,72 950
2022-03-04,72730.0,+140,+0%,72 940,72 210,73 130,20 535,72 800,72 900
2022-03-07,74600.0,+1 870,+3%,72 790,72 770,75 490,18 965,74 820,74 890
2022-03-08,73300.0,-1 300,-2%,74 700,70 770,77 120,25 690,73 760,74 210
2022-03-09,72840.0,-460,-1%,72 130,72 000,73 270,17 120,72 650,72 810
2022-03-10,71890.0,-950,-1%,72 000,71 530,72 420,17 575,71 860,71 930
2022-03-11,72050.0,+160,+0%,71 910,71 880,72 440,9 895,72 100,72 240
2022-03-14,72000.0,-50,-0%,72 300,71 850,72 390,7 855,71 900,71 930
2022-03-15,71640.0,-360,-1%,71 900,71 480,72 110,2 720,71 300,71 900
